"L101_volume","L102_volume","L103_volume","L104_volume","L106_volume","L107_volume","L108_volume","L101_occupancy","L102_occupancy","L103_occupancy","L104_occupancy","L106_occupancy","L107_occupancy","L108_occupancy","DAY","MIN.15.TIME"
415,462,475,285,549,402,376,72.486,15.198,48.744,100,35.122,13.858,65.555,24,1495
394,469,493,218,584,373,387,78.115,43.743,43.821,100,36.616,15.75,67.486,24,1496
423,397,498,210,494,373,359,76.896,97.758,34.885,100,45.75,13.781,62.564,24,1497
411,358,466,206,347,376,374,76.62,98.9,63.195,100,60.122,10.788,57.642,24,1498
439,388,508,239,505,382,358,63.233,98.034,35.869,100,45.947,12.601,38.743,24,1499
426,395,536,227,576,429,392,78.472,99.056,34.058,100,36.342,15.198,37.05,24,1500
318,375,468,211,581,373,342,64.217,87.168,33.388,90.118,29.293,14.095,24.923,24,1501
416,458,499,245,597,410,318,72.999,99.491,36.735,100,25.671,13.938,21.025,24,1502
434,444,484,269,602,433,349,70.912,64.807,28.626,100,25.553,33.428,25.593,24,1503
479,486,500,221,626,412,349,65.517,44.53,30.161,100,32.876,37.049,27.089,24,1504
464,460,523,221,563,400,355,75.162,46.342,23.585,100,38.586,16.812,31.42,24,1505
470,484,489,273,379,398,374,67.249,40.593,38.977,100,58.272,22.205,35.161,24,1506
453,497,505,282,637,413,345,67.526,72.091,30.75,100,25.081,17.877,13.82,24,1507
469,526,493,302,605,414,338,63.665,19.176,28.505,100,25.791,14.962,22.916,24,1508
487,523,456,358,596,417,358,65.043,27.207,44.965,91.816,25.08,13.507,16.734,24,1509
470,482,504,276,684,385,382,70.99,17.127,41.027,99.41,29.766,38.782,28.547,24,1510
471,465,479,261,652,343,314,70.911,69.376,26.262,100,21.341,60.475,56.579,24,1511
457,483,505,297,627,309,517,71.698,50.476,36.302,100,25.634,95.71,39.61,24,1512
463,456,470,238,614,348,598,67.369,63.549,29.571,100,28.901,83.627,55.359,24,1513
375,494,449,294,668,402,586,68.627,85.32,62.208,100,29.097,79.296,50.712,24,1514
429,515,489,267,612,376,554,60.91,33.545,38.663,100,26.972,77.092,63.588,24,1515
470,508,484,277,652,374,454,60.004,28.191,47.601,100,29.295,86.619,45.475,24,1516
481,509,468,355,671,308,352,56.383,35.003,38.743,88.664,25.829,86.46,21.537,24,1517
475,514,481,262,608,415,465,44.137,25.473,50.67,100,31.223,55.084,40.87,24,1518
459,437,466,243,563,409,392,61.618,74.375,52.759,100,35.436,23.192,26.419,24,1519
462,504,405,290,598,408,463,64.769,55.595,60.476,100,32.403,21.025,62.407,24,1520
475,486,454,282,623,390,403,70.793,52.916,65.437,100,27.209,15.315,39.411,24,1521
454,510,465,271,586,401,383,74.888,34.294,34.727,100,48.941,16.852,37.328,24,1522
480,481,487,275,489,363,412,61.618,20.711,39.257,100,38.939,9.29,34.806,24,1523
463,497,423,374,603,253,414,68.236,21.969,61.58,95.198,27.602,66.814,26.499,24,1524
465,494,498,277,658,330,398,71.462,15.79,42.72,100,25.041,89.295,38.784,24,1525
474,501,481,293,625,417,361,69.179,31.026,57.367,100,25.237,68.114,23.229,24,1526
477,496,436,352,595,414,368,75.204,17.601,31.892,94.766,24.726,13.781,22.205,24,1527
487,489,492,355,604,423,349,58.392,20.474,41.658,99.332,25.317,12.363,22.443,24,1528
455,469,465,445,626,408,373,27.838,19.451,45.986,63.587,26.104,13.703,29.095,24,1529
466,477,483,411,605,361,357,38.271,17.876,36.655,52.209,23.348,9.211,21.577,24,1530
466,505,411,381,553,402,343,25.002,27.481,28.112,72.289,19.569,10.395,15.749,24,1531
371,378,402,345,533,312,314,12.561,14.647,18.426,59.217,18.071,7.837,13.976,24,1532
436,411,435,395,577,365,340,12.834,12.284,52.641,38.035,19.332,8.504,13.19,24,1533
366,405,380,324,523,302,298,12.323,16.144,33.151,51.461,22.639,6.3,16.734,24,1534
378,340,386,388,500,315,275,10.749,11.221,20.71,36.144,16.537,7.796,9.489,24,1535
345,337,326,376,447,330,252,8.938,9.213,22.955,31.537,13.388,7.322,7.48,24,1536
297,377,324,360,423,298,266,7.008,11.298,21.93,27.6,13.033,6.379,8.11,25,1537
327,384,358,365,464,345,260,8.662,11.456,17.245,30.592,13.309,7.245,7.874,25,1538
325,323,313,293,416,267,253,7.599,11.536,11.26,25.278,11.576,5.276,9.41,25,1539
265,286,302,300,402,294,214,5.589,8.505,36.537,23.388,10.119,5.827,5,25,1540
286,288,285,289,389,266,226,6.258,8.859,13.937,23.467,13.822,5.276,7.401,25,1541
263,268,270,303,396,226,202,5.275,6.023,21.183,20.553,12.875,4.133,4.883,25,1542
252,271,222,290,303,234,163,4.96,6.222,5.197,17.915,11.812,4.016,3.739,25,1543
197,204,208,245,246,200,169,3.583,4.252,8.544,14.097,22.561,3.424,3.502,25,1544
194,167,190,197,223,144,113,3.543,3.583,13.307,11.063,8.623,2.519,2.44,25,1545
133,181,139,195,205,158,123,2.441,5.196,5.708,10.985,6.418,2.716,2.559,25,1546
162,173,161,204,230,153,125,2.795,3.423,3.465,11.93,7.756,2.795,2.638,25,1547
139,164,139,184,204,138,87,2.519,3.111,3.151,10.159,10.158,2.086,1.613,25,1548
107,151,119,167,195,128,97,1.691,2.836,4.961,9.212,7.716,2.125,1.85,25,1549
125,148,110,155,179,123,74,2.165,2.953,2.362,9.331,8.19,2.164,1.417,25,1550
121,155,131,172,183,109,89,2.047,2.874,4.212,9.489,8.78,1.81,1.85,25,1551
118,124,134,125,182,100,71,2.006,2.48,4.803,7.56,6.969,1.612,1.535,25,1552
101,114,107,147,145,102,78,1.692,2.282,28.231,8.11,20.632,1.731,1.693,25,1553
111,119,120,130,147,76,65,1.81,2.558,47.051,7.086,12.914,1.299,1.18,25,1554
98,115,132,143,193,79,80,1.611,2.243,13.781,9.017,8.35,1.297,1.693,25,1555
127,133,170,159,240,104,93,2.362,3.23,16.813,12.639,12.245,2.244,2.363,25,1556
141,191,152,209,211,121,109,2.559,4.842,48.153,17.01,16.576,2.756,2.519,25,1557
200,212,220,242,265,158,159,3.82,5.355,27.207,17.01,22.758,3.188,4.252,25,1558
230,283,257,311,376,201,204,4.529,7.322,6.339,25.631,12.127,4.684,5.512,25,1559
303,327,319,361,461,237,266,7.048,9.172,8.663,44.175,15.71,5.551,8.582,25,1560
330,333,528,369,481,296,294,10.669,18.86,15.12,45.594,17.048,8.189,14.489,25,1561
366,394,578,351,509,346,311,12.205,26.183,20.712,76.064,22.717,8.819,10.315,25,1562
442,407,502,253,528,352,353,13.545,36.734,23.388,99.922,25.987,9.766,19.254,25,1563
459,414,463,326,604,370,367,20.434,25.12,39.846,95.476,28.034,10.709,73.863,25,1564
476,416,515,371,662,380,439,56.184,26.853,48.351,79.179,42.956,11.104,48.785,25,1565
482,412,513,245,594,362,390,85.989,85.633,42.642,100,44.572,11.536,20.947,25,1566
411,492,445,373,611,413,383,80.477,39.254,26.419,84.925,33.31,14.764,35.239,25,1567
359,499,480,408,574,394,409,80.712,23.546,29.137,70.004,36.656,22.01,18.466,25,1568
352,490,497,403,621,362,446,83.823,15.316,23.979,56.777,42.877,26.497,33.074,25,1569
363,460,453,383,526,344,406,87.84,21.734,28.428,90.872,50.239,55.634,24.489,25,1570
420,409,432,296,538,309,396,75.045,64.138,43.586,98.741,48.625,11.575,16.734,25,1571
398,387,455,221,558,325,478,82.761,98.191,30.71,100,51.932,8.978,32.757,25,1572
382,406,490,247,637,373,394,84.137,99.725,51.226,100,39.845,12.874,31.814,25,1573
283,434,465,292,633,398,390,98.663,94.964,38.705,100,36.734,13.978,62.408,25,1574
374,453,460,257,491,353,455,96.383,64.649,25.987,100,65.321,29.53,27.364,25,1575
428,342,438,200,484,308,388,78.509,96.459,56.697,100,59.335,29.53,28.428,25,1576
423,352,502,177,411,336,390,75.636,98.781,25.394,100,74.573,13.347,44.845,25,1577
445,388,508,293,451,336,385,63.982,95.79,24.372,100,68.193,34.963,70.634,25,1578
426,454,434,306,375,368,308,72.683,98.939,47.918,100,74.179,43.429,80.793,25,1579
442,460,599,215,427,376,352,77.881,73.942,56.5,100,76.148,11.614,72.918,25,1580
405,466,466,250,552,367,361,80.596,20.08,42.996,100,60.83,12.326,71.069,25,1581
415,479,495,285,368,370,407,75.007,23.113,23.508,100,87.997,12.481,53.704,25,1582
399,490,498,215,464,318,351,80.872,22.837,27.918,100,82.643,40.671,53.232,25,1583
441,413,452,253,626,381,329,82.96,58.034,68.548,100,48.351,13.702,63.391,25,1584
432,468,479,345,635,353,400,75.558,14.727,36.303,99.686,43.546,26.222,68.471,25,1585
418,465,479,381,593,382,332,81.148,17.244,40.161,91.302,36.931,12.127,69.769,25,1586
404,419,436,240,589,385,393,74.771,53.861,70.557,100,32.049,12.403,68.233,25,1587
422,401,474,207,691,334,396,70.123,87.445,38.702,100,30.318,20.08,49.293,25,1588
390,468,443,274,612,363,375,79.573,17.52,34.097,100,30.004,16.852,35.592,25,1589
435,440,452,326,626,359,353,73.824,15.433,30.712,85.752,26.222,19.333,46.225,25,1590
398,489,425,231,640,396,374,86.226,15.355,30.79,100,27.837,18.505,59.375,25,1591
429,515,433,312,611,448,321,61.936,22.325,23.309,99.45,26.617,17.364,67.091,25,1592
444,480,456,270,625,419,360,74.613,35.869,32.522,100,37.443,24.688,70.596,25,1593
457,498,439,280,594,367,371,67.997,35.554,74.732,100,33.86,32.364,76.463,25,1594
466,475,528,317,516,393,362,65.242,14.884,32.917,96.185,59.571,17.442,48.508,25,1595
466,511,543,361,452,393,365,63.627,19.962,44.452,87.525,75.161,13.661,36.655,25,1596
448,475,495,261,579,395,359,73.862,13.269,35.12,100,49.729,23.587,37.01,25,1597
443,494,565,285,600,396,387,72.567,25.159,44.611,98.82,40.514,13.859,64.571,25,1598
455,460,480,330,655,439,382,71.461,14.725,52.877,87.482,30.948,17.758,67.329,25,1599
495,474,470,288,615,417,349,61.383,19.332,25.986,98.859,31.615,15.828,71.659,25,1600
418,416,485,306,567,424,422,74.534,14.961,39.768,88.033,44.963,22.954,63.233,25,1601
453,465,479,414.110000000001,617,367,442,66.305,13.778,29.294,50.359,36.735,13.111,30.396,25,1602
466,484,462,424,632,385,340,61.382,14.568,34.806,58.862,29.687,9.057,15.63,25,1603
458,493,467,296,638,381,353,69.296,60.712,25.985,99.41,26.891,12.44,20.475,25,1604
464,485,466,318,642,413,338,70.518,19.767,28.78,100,28.822,12.521,15.592,25,1605
455,519,495,337,516,419,352,62.289,19.095,32.6,75.438,33.151,14.804,22.049,25,1606
450,535,433,353,619,408,364,69.887,17.562,50.791,85.753,24.452,11.813,23.074,25,1607
450,494,456,330,400,412,340,68.471,20.434,29.648,91.028,48.035,16.969,12.01,25,1608
460,519,440,424,626,394,381,69.573,16.617,23.231,61.029,26.892,25.554,26.105,25,1609
467,479,470,380,568,407,385,65.005,14.528,42.995,66.739,33.899,14.137,26.851,25,1610
475,521,374,403,620,412,359,64.651,16.931,50.201,74.847,27.248,12.836,24.648,25,1611
359,549,401,335,545,448,408,81.384,20.907,41.894,99.096,35.908,13.703,36.223,25,1612
415,540,474,355,601,404,428,73.236,16.181,26.813,92.131,25.671,13.74,36.459,25,1613
458,513,454,307,610,389,526,68.313,18.782,59.688,99.331,26.694,10.592,38.624,25,1614
473,483,236,343,630,407,391,61.422,15.119,78.744,96.932,29.922,10.866,28.704,25,1615
403,497,457,331,604,360,385,73.903,19.411,47.247,99.608,33.428,8.583,21.26,25,1616
459,485,443,318,592,364,345,67.407,15.397,49.02,93.152,32.798,10.04,69.179,25,1617
476,499,319,295,571,367,531,69.101,40.359,47.639,97.247,25.868,21.419,28.782,25,1618
461,488,376,292,592,421,364,58.313,39.532,42.09,100,25.199,12.088,25.711,25,1619
475,478,436,204,565,356,363,41.459,42.681,33.035,100,24.648,12.126,27.363,25,1620
457,466,435,318,609,404,352,39.335,40.871,32.365,99.45,25.514,11.89,24.372,25,1621
467,538,318,365,599,418,344,47.445,21.772,54.846,87.564,24.49,14.921,21.065,25,1622
470,508,286,338,537,426,349,35.712,16.693,59.02,100,24.844,16.144,19.097,25,1623
486,511,420,318,595,393,380,18.112,17.639,38.468,93.271,23.073,15.434,26.538,25,1624
476,472,330,422,580,406,385,34.924,14.45,51.225,65.478,23.979,12.246,23.271,25,1625
487,470,365,434,626,381,376,28.112,14.686,77.093,55.319,25.474,9.095,25.477,25,1626
476,468,465,412,615,388,404,39.689,15.081,58.823,51.933,27.128,12.325,30.398,25,1627
469,460,448,465,592,363,400,29.175,14.727,34.451,42.956,24.686,8.624,28.348,25,1628
452,417,468,404,577,358,358,17.837,12.834,35.949,46.696,23.388,9.016,24.845,25,1629
320,378,385,347,413,328,398,10,10.632,25.042,40.437,27.287,8.032,20.475,25,1630
394,366,378,369,507,352,433,11.97,10.947,27.996,29.136,17.994,8.504,23.19,25,1631
324,385,383,397,491,364,450,7.637,15.197,13.111,34.845,14.607,8.781,15.315,25,1632
340,348,363,373,488,309,277,8.387,9.569,10.788,27.404,15.159,6.379,10.63,26,1633
325,313,347,304,508,283,272,7.521,8.819,9.645,22.247,14.332,5.394,8.899,26,1634
320,325,331,326,440,291,237,7.874,11.459,9.331,28.074,11.537,5.867,5.788,26,1635
299,317,320,296,451,303,235,6.458,12.561,7.637,25.633,12.796,6.537,5.67,26,1636
287,285,316,273,425,272,238,6.694,9.253,8.032,25.278,11.773,5.315,6.023,26,1637
308,286,342,337,417,288,224,6.852,7.994,8.857,26.617,11.85,5.827,5.275,26,1638
225,142,175,264,309,208,176,4.095,3.072,4.489,16.693,11.417,3.74,3.937,26,1639
238,0,0,274,288,224,163,4.252,0,0,17.917,8.11,4.094,3.504,26,1640
197,0,2,210,276,156,146,3.346,0,0,12.284,7.402,2.756,3.15,26,1641
190,211,103,227,238,183,130,3.543,4.489,45.318,12.008,6.653,3.505,2.913,26,1642
186,175,115,188,282,160,118,3.386,3.425,47.248,10.435,8.388,2.795,2.559,26,1643
161,164,157,188,235,138,116,2.756,3.425,12.481,9.805,6.496,2.361,2.48,26,1644
153,138,132,167,207,115,99,2.599,2.639,26.538,8.386,7.206,1.887,2.008,26,1645
150,147,98,189,203,115,91,2.716,3.071,49.689,10.276,6.063,1.929,1.732,26,1646
132,130,160,141,188,116,90,2.36,2.441,16.733,7.284,6.182,1.89,1.809,26,1647
138,127,162,153,196,108,86,2.204,2.52,42.918,8.23,5.828,1.691,1.769,26,1648
105,118,133,127,136,93,54,1.771,2.323,24.332,7.52,3.623,1.694,1.062,26,1649
121,132,130,149,186,105,94,1.967,2.717,3.227,8.346,5.079,1.89,1.969,26,1650
132,118,132,130,167,79,85,2.008,2.557,2.913,7.285,4.135,1.417,1.77,26,1651
121,146,133,163,182,99,78,2.045,3.11,2.717,11.221,4.487,1.849,1.534,26,1652
159,171,179,190,259,126,105,2.835,3.898,3.975,13.308,6.535,2.716,2.363,26,1653
202,222,233,239,301,154,147,3.699,5.669,6.811,17.207,8.859,3.542,3.779,26,1654
275,265,199,316,404,208,207,5.512,6.379,32.64,25.12,13.347,4.527,5.865,26,1655
326,345,346,383,399,248,287,7.797,10,28.702,37.484,28.861,5.629,8.582,26,1656
336,338,370,306,433,285,287,9.017,14.726,32.641,36.617,19.214,7.323,12.362,26,1657
400,403,381,360,486,351,317,11.656,25.357,40.75,67.996,22.759,9.409,16.144,26,1658
468,410,510,368,500,377,355,17.049,18.032,73.037,56.147,37.601,12.009,18.82,26,1659
424,384,478,292,423,318,377,25.828,18.15,53.901,67.326,54.492,7.993,25.672,26,1660
468,416,488,337,381,395,393,75.911,21.103,35.199,86.383,83.47,11.535,18.821,26,1661
491,442,497,345,328,301,393,81.738,27.875,33.466,78.272,89.77,7.48,22.129,26,1662
446,465,531,306,460,392,388,72.525,19.921,38.743,96.93,76.067,15.081,22.796,26,1663
440,468,477,407,372,350,416,70.399,14.607,40.358,60.279,88.668,11.26,25.435,26,1664
373,465,536,375,626,358,442,87.839,25.396,51.776,65.082,51.618,14.136,35.239,26,1665
389,489,491,279,409,398,436,92.683,28.546,39.845,99.135,78.942,11.575,45.634,26,1666
456,515,529,368,556,361,386,71.54,30.554,55.477,83.389,51.579,10.198,62.25,26,1667
459,518,509,368,416,363,541,73.589,18.545,33.587,82.29,84.927,36.183,37.878,26,1668
392,449,514,415,574,255,468,80.833,15.829,37.523,53.43,44.413,82.918,28.702,26,1669
377,495,502,323,584,362,399,88.826,17.167,38.232,92.404,46.224,21.656,45.082,26,1670
419,472,535,311,625,386,367,77.878,15.67,45.358,96.064,36.419,10.906,36.145,26,1671
319,424,471,258,504,348,400,82.014,67.365,36.972,100,57.011,20.514,47.877,26,1672
356,423,469,204,498,374,381,86.069,85.085,41.383,100,59.493,46.972,59.571,26,1673
434,389,465,295,669,433,391,69.139,90.83,56.068,100,35.12,17.876,32.8,26,1674
411,395,395,468.110000000001,515,367,385,79.652,99.607,75.752,77.682,50.831,34.884,46.697,26,1675
421,460,421,418.220000000001,340,408,317,75.99,57.206,93.938,80.357,88.352,21.695,55.869,26,1676
379,452,716,416,398,409,324,82.683,14.962,58.312,80.556,86.816,16.381,80.556,26,1677
417,483,625,453.110000000001,406,368,380,77.21,15.159,85.086,65.32,83.944,40.712,71.264,26,1678
377,448,583,367,372,362,415,93.902,14.803,75.871,81.854,87.684,10.197,53.707,26,1679
319,416,406,401,419,337,472,79.493,14.175,66.539,58.586,69.218,10.356,77.998,26,1680
243,473,329,354,357,383,558,96.028,21.343,90.791,85.869,83.391,13.78,74.377,26,1681
376,352,387,422,323,356,491,80.122,10.669,76.738,52.995,91.975,16.3,69.412,26,1682
344,469,364,368,311,360,484,82.485,16.734,78.943,80.041,91.303,11.339,81.698,26,1683
422,455,375,259,286,402,316,71.028,55.907,76.265,100,92.445,13.346,73.391,26,1684
341,427,358,295,358,411,342,84.335,89.018,89.138,100,86.659,15.554,74.651,26,1685
434,494,335,344,302,389,372,78.195,16.693,84.847,93.389,91.147,14.608,66.462,26,1686
431,511,425,301,417,405,293,73.786,22.206,78.55,98.466,81.738,14.215,82.524,26,1687
399,483,403,298,340,460,325,81.068,43.941,83.035,100,79.416,22.01,67.251,26,1688
392,486,396,291,351,382,338,84.257,37.168,83.588,100,84.417,28.782,95.002,26,1689
429,416,349,239,351,322,565,66.935,43.822,86.54,100,82.523,59.809,67.919,26,1690
390,377,381,191,387,425,379,75.359,83.706,91.107,100,71.03,20.356,93.822,26,1691
394,409,333,208,325,373,343,76.502,73.664,90.199,100,91.619,23.938,97.876,26,1692
334,443,265,274,295,362,399,86.582,24.056,98.427,98.506,90.792,23.861,57.013,26,1693
335,386,276,222,269,320,279,86.501,64.214,95.002,100,92.641,17.876,79.177,26,1694
310,369,281,261,262,413,325,91.735,51.226,94.65,93.466,97.405,23.153,79.377,26,1695
369,472,278,345.110000000001,270,416,377,90.125,39.688,98.585,88.584,95.83,14.372,81.695,26,1696
307,440,243,229,246,371,301,96.773,19.332,96.38,100,94.336,28.902,45.318,26,1697
341,469,234,361,213,357,268,84.966,17.088,91.302,75.83,98.505,33.782,81.856,26,1698
368,496,321,408,370,365,348,82.801,17.678,90.633,66.934,89.966,37.562,69.534,26,1699
388,510,357,295.110000000001,415,374,371,79.376,30.75,89.926,99.213,84.926,17.087,44.649,26,1700
389,456,346,279,376,398,337,82.485,34.058,95.514,93.899,89.968,40.79,24.608,26,1701
430,519,328,401,398,410,381,72.171,19.921,92.132,70.714,88.51,38.075,48.506,26,1702
455,495,327,419,402,407,390,67.485,15.867,96.972,62.407,90.517,17.207,48.586,26,1703
429,498,458,396,557,333,366,80.556,16.38,77.367,68.076,51.304,70.516,28.19,26,1704
463,489,461,360,604,396,395,68.942,21.734,48.627,82.21,23.23,45.121,42.288,26,1705
466,497,502,357,630,421,375,67.289,15.198,33.546,85.28,29.254,16.654,62.878,26,1706
441,493,469,429,542,413,421,63.313,14.763,25.631,88.981,38.23,11.93,56.541,26,1707
474,490,508,285,522,387,543,64.137,22.917,54.452,100,54.414,12.798,51.225,26,1708
468,445,527,288,615,420,371,63.154,72.326,35.24,100,35.712,11.892,28.467,26,1709
468,461,485,266,657,394,383,65.676,31.538,32.13,100,26.143,11.142,32.051,26,1710
451,510,451,349.110000000001,626,395,399,73.234,19.724,49.727,99.45,26.577,10.117,26.065,26,1711
454,486,477,258,638,413,417,71.974,17.756,34.61,100,26.105,12.442,38.508,26,1712
501,486,531,264,575,363,406,59.334,15.79,28.112,99.095,37.483,10.59,36.696,26,1713
423,449,500,354,610,337,376,80.358,17.56,34.686,93.115,27.837,8.465,26.617,26,1714
474,466,447,298,560,384,369,64.888,33.625,56.973,100,27.325,11.22,24.174,26,1715
405,467,454,311,553,377,338,64.729,21.812,44.807,90.118,21.93,10.867,22.126,26,1716
459,483,446,346,602,400,385,71.856,21.301,43.271,96.499,25.869,11.418,22.206,26,1717
417,400,425,306,504,373,333,63.667,12.048,43.074,77.522,20.357,11.419,20.671,26,1718
463,491,483,350,554,410,394,73.549,16.223,24.293,68.39,30.709,10.395,23.859,26,1719
457,459,472,405,545,400,355,64.099,16.143,20.986,50.831,23.072,9.725,16.576,26,1720
434,520,449,330,580,359,371,53.667,52.524,25.396,90.434,23.427,8.582,19.922,26,1721
411,510,417,366,550,422,363,19.489,23.586,21.223,88.586,19.923,10.986,25.316,26,1722
457,491,435,440.220000000001,534,407,353,57.524,19.174,30.71,69.259,23.861,11.418,20.513,26,1723
450,435,409,424,563,391,344,21.969,13.23,17.048,57.485,20.355,9.253,23.742,26,1724
420,416,425,341,544,311,333,13.977,24.962,37.169,45.005,21.143,6.614,19.373,26,1725
402,403,448,414,504,369,380,14.843,14.018,30.828,38.782,19.961,8.307,18.031,26,1726
355,336,368,337,480,291,459,12.678,9.529,19.765,31.578,15.946,5.985,18.506,26,1727
339,365,363,330,477,299,405,8.308,17.324,37.641,44.611,15.354,6.379,14.45,26,1728
377,378,346,411,460,339,261,9.685,25.711,17.008,29.964,15.632,7.086,8.189,27,1729
375,326,352,325,477,298,249,9.607,11.34,18.386,29.372,14.489,6.142,6.496,27,1730
304,315,305,323,404,276,230,7.047,11.025,10.197,30.474,11.457,6.063,6.931,27,1731
294,289,313,306,437,292,248,6.182,9.409,7.48,24.963,13.505,6.064,6.457,27,1732
264,261,288,284,370,237,198,5.943,7.756,6.102,22.875,10.672,4.604,4.448,27,1733
289,284,268,307,371,230,219,6.063,7.796,8.702,24.726,9.843,4.212,5.432,27,1734
278,249,257,298,342,241,190,5.275,5.196,8.701,19.409,13.74,4.646,4.369,27,1735
241,229,198,255,294,196,150,4.686,4.921,26.537,15,8.859,3.582,3.227,27,1736
177,190,178,237,258,177,129,3.109,3.977,26.183,13.899,7.126,3.032,2.718,27,1737
182,209,179,259,252,186,130,3.503,4.135,3.858,14.41,6.693,3.228,2.716,27,1738
181,201,172,223,251,147,133,3.229,4.057,3.582,13.308,7.048,2.598,2.597,27,1739
167,176,169,203,229,156,97,2.875,3.386,3.387,10.787,5.512,2.598,2.009,27,1740
150,171,151,195,230,146,107,2.481,3.348,3.623,11.575,5.275,2.481,2.087,27,1741
150,161,139,176,199,128,98,2.678,3.191,2.796,10.079,5.552,2.164,2.006,27,1742
142,144,148,153,200,120,100,2.283,2.56,4.016,9.134,5.159,2.087,2.204,27,1743
142,145,129,162,184,123,86,2.599,2.677,2.952,9.607,4.843,1.968,1.732,27,1744
127,137,127,156,187,118,90,2.086,2.793,2.914,10.551,4.647,2.047,1.889,27,1745
133,137,146,168,204,110,86,2.361,2.716,3.346,9.764,5,1.968,1.73,27,1746
155,127,161,150,252,86,108,2.676,3.032,3.387,10.079,7.519,1.574,2.282,27,1747
158,149,163,170,246,120,99,2.716,3.189,3.307,10.907,6.418,2.243,2.087,27,1748
187,168,185,203,272,140,137,3.187,4.292,5.196,15.199,6.693,2.953,3.071,27,1749
268,204,268,259,377,170,175,5.314,5.236,9.29,25.632,11.695,3.779,4.369,27,1750
299,250,307,301,426,176,203,5.711,6.34,12.678,23.112,15.473,4.016,5,27,1751
344,310,345,350,440,261,289,7.717,9.056,9.331,33.9,18.94,6.024,8.663,27,1752
355,316,355,314,410,264,279,8.779,12.48,32.758,45.87,18.979,7.166,13.23,27,1753
408,356,408,371,430,314,322,11.97,14.253,43.586,41.696,33.899,7.756,14.173,27,1754
474,371,459,367,391,337,378,15.395,15.709,16.182,50.357,44.296,8.189,21.97,27,1755
474,360,475,347,618,323,400,16.615,14.294,67.76,53.272,31.223,8.149,19.174,27,1756
478,402,589,361,546,347,373,33.742,19.057,55.006,68.981,29.649,9.252,21.774,27,1757
483,417,484,221,593,317,407,83.509,18.741,39.019,99.765,38.82,8.032,26.064,27,1758
397,412,509,328,518,331,410,91.382,17.835,34.137,86.03,47.879,15.316,30.593,27,1759
460,397,509,364,529,342,414,86.187,21.497,37.482,59.374,51.658,10.671,31.657,27,1760
472,475,513,447.110000000001,535,375,426,64.139,15.396,20.355,41.461,39.806,10.514,24.174,27,1761
463,457,532,389,645,384,433,64.572,16.027,26.026,76.777,32.286,12.049,32.995,27,1762
437,443,461,381,531,361,374,92.919,37.048,71.698,65.754,50.319,17.482,25.987,27,1763
380,479,505,378,590,387,375,83.628,31.97,63.665,90.278,31.381,13.427,40.398,27,1764
381,479,432,306,543,334,411,94.138,35.555,60.989,100,47.365,8.779,44.728,27,1765
448,470,482,281,435,413,417,70.636,55.358,34.571,100,58.744,12.954,71.346,27,1766
441,477,447,329,485,425,479,75.202,32.403,32.049,96.694,35.909,26.655,90.793,27,1767
487,444,480,372,581,380,391,73.116,19.492,21.814,74.965,32.444,14.135,68.943,27,1768
420,476,508,317,608,366,443,89.612,24.963,25.001,84.885,37.522,10.199,32.878,27,1769
411,448,535,403,511,391,406,86.659,12.796,36.499,70.87,54.532,11.259,45.162,27,1770
449,486,550,263,559,365,404,77.21,24.608,40.042,100,51.973,11.811,45.594,27,1771
390,410,528,230,648,381,402,76.146,79.884,34.334,100,39.491,9.646,27.051,27,1772
414,455,521,259,700,398,378,76.302,48.033,28.744,100,32.207,11.968,55.357,27,1773
433,459,536,340,663,383,360,71.62,16.812,33.27,99.253,30.474,16.576,48.39,27,1774
426,471,490,281,625,358,384,68.824,15.277,42.918,99.056,29.571,17.207,79.809,27,1775
367,399,534,238,440,350,505,83.235,69.332,33.073,100,51.971,10.788,80.87,27,1776
430,407,444,234,528,394,413,75.4,59.57,70.676,100,58.431,16.458,65.438,27,1777
408,479,390,252,520,386,344,76.619,31.734,76.227,100,40.87,14.054,59.767,27,1778
423,480,452,305,585,338,352,74.888,18.9,64.373,100,40.752,37.129,55.122,27,1779
435,493,465,327,489,413,369,68.983,15.749,74.534,98.113,68.98,36.225,50.357,27,1780
435,490,450,258,458,330,264,79.257,24.137,69.495,100,54.61,15.08,43.586,27,1781
463,479,516,247,589,408,306,73.234,34.374,27.639,100,31.538,16.221,61.538,27,1782
457,471,477,314.110000000001,566,450,414,70.556,19.687,30.948,100,36.025,16.223,58.115,27,1783
443,484,531,283,528,374,567,66.265,14.725,44.414,100,52.053,11.183,64.494,27,1784
462,501,521,362,611,393,464,70.401,15.788,54.453,94.688,41.698,13.19,65.911,27,1785
399,478,439,322,595,400,344,79.296,15.118,71.934,98.191,36.538,13.584,59.218,27,1786
397,441,473,230,581,351,352,71.856,31.026,60.319,90.118,28.27,14.449,56.54,27,1787
433,499,459,239,615,391,381,82.092,21.143,72.209,100,28.86,14.763,48.152,27,1788
458,446,488,307,603,387,394,75.083,13.86,65.477,99.253,33.428,13.665,61.578,27,1789
440,443,503,290,634,392,379,77.367,12.52,59.258,99.095,26.814,14.411,65.949,27,1790
436,439,493,328,588,385,376,68.469,13.466,70.121,85.004,41.616,10.512,42.836,27,1791
436,450,462,397,458,389,360,72.368,13.9,74.256,69.925,50.044,10.474,20.239,27,1792
